0;19225878;1031614;293318;
1;12051871;1241318;279405;
2;22719876;3671002;2696450;
3;16916354;1507664;113647;
4;7287060;1638552;122945;
5;7169537;1839497;115100;
6;6980257;1875061;122599;
7;7917841;2275436;129440;
8;6287972;9248609;380208;
9;6851065;3047304;112507;
10;10721050;3678849;314105;
11;7783460;2379536;112977;
12;15112406;2604245;129621;
13;22850926;2681562;119214;
14;5596642;4368684;304555;
15;10226953;3686226;546379;
16;5252531;4461588;351196;
17;10051085;11899905;166575;
18;10033571;6039352;134975;
19;6275846;4029234;206856;
20;8325502;15340948;369977;
21;5558655;3947933;139573;
22;5829986;4195703;133284;
23;5414491;4150811;146013;
24;10986559;4393044;139219;
25;5626461;4625129;567839;
26;14070212;13982232;153557;
27;7302828;4462731;131375;
28;5619248;5598425;247918;
29;9768055;15956270;164737;
30;5897470;8832969;122957;
31;13889321;8844485;176287;
32;4844351;8371611;327201;
33;5602485;6168993;131739;
34;6006056;10236195;150431;
35;5192976;6055216;402066;
36;11255091;15802736;162601;
37;5195141;6693522;140014;
38;5305145;11374164;327803;
39;5406356;6873584;1692855;
40;8859486;16484949;386147;
41;5139045;7159021;457882;
42;10846431;14214693;144594;
43;5569763;7380227;134460;
44;5136979;10962201;291087;
45;5806437;7870746;182156;
46;11205464;11153593;127291;
47;9672385;8967021;654738;
48;5229568;10700266;126987;
49;4594721;8342032;275945;
50;6849408;8481947;134692;
51;5203668;15599765;123428;
52;5604510;8903694;117946;
53;6791860;11168550;129265;
54;10850569;21324632;2212338;
55;5083071;9602968;127089;
56;4986113;16616489;121701;
57;5553119;9778566;132824;
58;4227127;18128864;142821;
59;6219433;10697499;133526;
60;5764283;17035186;130854;
61;7461429;10550357;141630;
62;6108314;10868532;136789;
63;8241336;18788170;459411;
64;4784573;10606197;148396;
65;5681974;23072302;136761;
66;8572207;12054487;147072;
67;4471947;13940598;149512;
68;5589737;23482361;162524;
69;4496261;11566208;155898;
70;4002689;12301699;136990;
71;5044945;12035325;138247;
72;11458871;11950449;165433;
73;4558778;14357571;136960;
74;5919215;12654759;139108;
75;4626937;18969080;167069;
76;4647607;12712538;132983;
77;4737040;15966831;151123;
78;4820197;12983536;133470;
79;4983721;16615097;178264;
80;3929718;15182069;181058;
81;4726109;17113098;136574;
82;4268760;13767729;157557;
83;7154805;16271238;133303;
84;4873454;13711008;138243;
85;7044002;16751911;154859;
86;16669018;14008597;140830;
87;6315317;15007571;150038;
88;4391247;24547542;152582;
89;4457111;14616049;154981;
90;18713032;26084215;142884;
91;4587184;14867340;137740;
92;4591208;35225157;132365;
93;7349918;15867835;140662;
94;4618219;15375484;138944;
95;9892480;17755349;236006;
96;5096033;15868316;154789;
97;4789985;25226112;141527;
98;4353622;16624272;141556;
99;4325657;16419730;136551;
100;4435541;27906893;168542;
101;4733424;16372219;137180;
102;4357153;20748946;164388;
103;4525913;29016365;131980;
104;4363980;17061955;136449;
105;4434131;17615914;158683;
106;11843648;40783959;374824;
107;3985661;27983481;449890;
108;4156433;20535040;131685;
109;5031907;19248235;209418;
110;5462562;22063559;130989;
111;4652534;27139060;128430;
112;5523595;18484705;142478;
113;7311158;33543617;145230;
114;4545670;30234962;148058;
115;4967242;19459085;166746;
116;4222844;24970090;361577;
117;4548644;32013705;150320;
118;4699318;18876521;130039;
119;4501761;19342474;134332;
120;4346575;20301429;177250;
121;5098245;28263074;205799;
122;4621155;20606857;123756;
123;4162713;19874365;758399;
124;6258062;20773756;174063;
125;6038770;20105473;131539;
126;8419371;24672674;140559;
127;13263699;34166938;321706;
128;4771249;20453566;259853;
129;6613455;20929982;128181;
130;4765892;34866183;145179;
131;4219450;21939300;131187;
132;5417979;21781692;126340;
133;4940409;22141415;129629;
134;4446812;21650674;956255;
135;6188723;22853231;134279;
136;4520044;25465029;131657;
137;9282953;38577010;106805;
138;4689081;23270340;135758;
139;4121910;23464190;131934;
140;4546839;37711834;148373;
141;4456728;23653995;132985;
142;4218930;23148694;137343;
143;4419546;23153336;135963;
144;12025793;23131516;158947;
145;4091975;36075126;187499;
146;4141704;23896090;144807;
147;4496580;23686002;136802;
148;9399362;24268367;137077;
149;4263560;24427537;131465;
150;4580146;36331842;162623;
151;4438973;24200253;134455;
152;4537589;24954089;136588;
153;4472606;25124977;131447;
154;4210020;26297120;133143;
155;4604818;49579946;398621;
156;5108414;25328267;138784;
157;4727044;25528866;147422;
158;4405550;25707450;134620;
159;16047447;45169200;110539;
160;4151589;55564521;148745;
161;4057501;29095944;140543;
162;4573956;25854642;133994;
163;4440275;26607810;146122;
164;4932822;26522993;137684;
165;5177447;27265490;186374;
166;10135011;46318965;392998;
167;4552002;26659491;132700;
168;4703292;26995450;148275;
169;4269284;27840880;130487;
170;5054280;27564184;131755;
171;5689225;27944668;156563;
172;4468016;30866724;988190;
173;4505140;27345272;186417;
174;4266285;28005811;156375;
175;4205165;29042587;149817;
176;4614347;28302457;131375;
177;4447626;28646916;136216;
178;4487036;42064280;142239;
179;4178888;29626759;156053;
180;4326612;29217410;207477;
181;4064888;29978247;130336;
182;4582121;29547732;160642;
183;16556130;35442483;149705;
184;4615263;53768375;435201;
185;4160848;28857869;127866;
186;4804822;30450033;131324;
187;5186502;30320856;126546;
188;5354672;43820989;124848;
189;4440835;32651488;122978;
190;5376292;34356350;128573;
191;12910903;51502971;3217727;
192;6188462;37965300;229302;
193;4190219;31447632;104797;
194;4440784;31711405;113055;
195;17727837;35987427;356755;
196;3767315;55882352;135344;
197;4240294;32449230;106749;
198;4260971;31971113;134226;
199;11806023;38791224;111025;
200;4415977;32802024;103112;
201;4528291;33539297;110714;
202;4414790;32212330;103459;
203;4355862;32697560;107524;
204;3882251;33283177;106563;
205;4236028;53134963;108142;
206;4463470;33538061;136827;
207;4417724;34634631;108126;
208;3812672;34273829;110331;
209;4722059;34160446;111273;
210;3957789;33919033;106743;
211;4634725;34603065;105120;
212;4173352;61359178;129163;
213;4115336;34078728;110878;
214;4947040;38198273;111658;
215;4296573;43326624;111342;
216;4571319;34267015;107761;
217;4127871;35674502;106419;
218;3965399;35853855;110762;
219;4794923;57252379;115370;
220;6799335;39604203;124133;
221;4429582;40112814;240632;
222;4615955;35191962;131487;
223;6046908;37476836;118913;
224;4009485;36472067;107696;
225;4016845;37190101;123627;
226;4018811;55140894;136071;
227;3616002;36671063;113683;
228;4085133;36849755;126107;
229;4476462;38490592;116999;
230;4474698;38703339;183568;
231;6558200;38396215;116541;
232;7449385;40823595;118165;
233;4695319;61646631;111504;
234;4679256;38387307;114802;
235;5316036;36538335;112662;
236;4384355;37634626;134287;
237;4466107;40201490;106306;
238;4358847;38200997;123312;
239;4025151;54345192;125861;
240;4511228;39005766;131380;
241;4740855;39445481;118403;
242;4565616;38948876;108823;
243;4506665;39503047;109781;
244;4644502;39564670;111723;
245;4362796;43538525;112224;
246;4606940;40594034;120504;
247;4794260;40283915;136269;
248;6078567;40302201;130478;
249;4619343;40440620;105576;
250;4879618;56091093;138464;
251;3982646;40715449;115358;
252;4652038;40681060;113407;
253;4412955;40654742;104794;
254;4684625;41577127;107297;
255;6094892;95064525;321865;
256;4755702;41799550;144702;
257;4337231;41519589;109266;
258;4512171;41861263;109062;
259;4551424;42429492;106261;
260;4502753;43841589;96622;
261;4435758;46358523;112890;
262;5370660;42753055;106937;
263;8985031;42789214;110205;
264;4161132;43147189;107966;
265;4283599;44213467;110396;
266;4396579;65031105;127988;
267;4424833;43525449;110764;
268;5742502;44752510;108656;
269;4325233;44315382;107889;
270;4419626;43929471;110873;
271;4292379;62002408;133632;
272;4700421;44809206;113702;
273;4179723;44401077;108685;
274;4608505;45164216;118369;
275;4303375;45292091;103016;
276;4414240;75623928;127600;
277;4691484;46502042;120107;
278;4342970;45804576;112828;
279;4082211;46029537;108051;
280;4822611;45825891;106397;
281;5245333;68784348;119211;
282;8657974;84368580;83690;
283;8108599;57498766;116231;
284;4214419;66310722;135895;
285;4367511;49023547;113053;
286;5227280;69720348;268340;
287;5018084;49972164;121335;
288;4297170;46751554;126254;
289;6400380;57115827;114610;
290;5234408;48186275;120184;
291;4706449;64510531;133806;
292;4661964;48560625;108000;
293;4468706;48380840;102417;
294;4289326;48405191;105553;
295;4338253;48537572;189239;
296;3735478;51318553;113066;
297;4590788;48772180;107379;
298;4738908;49231120;104051;
299;3969775;49299119;119682;
300;4502101;85179530;247823;
301;4348556;49274308;105516;
302;4358490;49585345;108995;
303;4127177;50154927;113743;
304;4080738;50568523;106028;
305;4234643;78225021;128472;
306;4230804;50544800;111110;
307;4534246;50024612;108993;
308;4367228;52179751;131014;
309;4448411;80225357;139027;
310;15347698;50242870;116359;
311;3991154;51153376;134373;
312;4310995;51267601;110421;
313;4237725;51798645;123974;
314;4245222;54690720;112274;
315;5145892;50416056;105538;
316;9476556;56316478;167299;
317;4351027;52103274;138582;
318;4008264;73152587;140199;
319;10747912;71856614;114666;
320;4100573;60626420;114775;
321;4875412;51616878;110243;
322;4022616;76823633;127318;
323;4371293;52782649;106396;
324;4193197;53121709;110645;
325;4329334;52802665;112927;
326;4359006;80812322;124018;
327;3970879;53446988;109064;
328;4359888;55045132;136801;
329;4466197;53561508;114438;
330;4364897;83798582;112646;
331;4531636;53824831;107395;
332;18305606;53524584;109414;
333;3946726;54625641;109551;
334;4353481;83426309;126761;
335;10954438;54160850;138215;
336;16865384;56523987;117731;
337;4204632;55770366;112421;
338;4300284;85384902;387558;
339;4655702;54525540;108811;
340;3729458;58852722;109019;
341;4355296;55548190;101475;
342;5377707;62928414;108752;
343;4173004;55864432;116724;
344;4480885;56057871;110214;
345;4310010;56986044;210651;
346;4290044;58343765;212079;
347;4508304;56619045;110365;
348;4277275;56831739;112222;
349;4447856;82303609;152006;
350;4066263;56816201;113517;
351;4449655;56880758;110305;
352;4299248;57672027;106838;
353;4285692;69949915;219409;
354;4603564;57862434;122303;
355;4341176;57059526;109951;
356;4292111;93848906;126547;
357;4259707;58006566;108815;
358;4128153;58078793;111185;
359;4128473;58658495;125895;
360;4382740;68454866;131162;
361;4018181;58997161;113297;
362;4023660;58900196;106277;
363;4186568;89006399;138379;
364;4379094;58882740;119840;
365;4442870;58916228;179126;
366;4239644;90401338;127403;
367;4270161;58906360;112001;
368;4518023;59501255;113979;
369;4206390;59546134;110285;
370;4443190;58655391;131219;
371;4321015;59527697;109849;
372;4145371;60541715;137352;
373;4330065;62821913;139311;
374;4117305;61096937;108462;
375;4118988;60473682;111223;
376;4083587;65230112;112025;
377;4366674;61682189;106173;
378;4128068;60467005;110642;
379;4230253;67007137;105043;
380;4375039;60309406;112900;
381;3928413;61740225;105026;
382;4406513;67415310;111031;
383;19830986;70725464;161570;
384;4389930;62703506;107734;
385;4273940;65429416;132007;
386;3910361;78448284;121183;
387;3911322;62860380;119987;
388;4227056;68836448;130733;
389;4234207;65479327;132585;
390;4257307;63261614;108209;
391;4282406;79075436;398810;
392;4379420;64370584;108926;
393;4137291;65284622;106791;
394;4238115;96239549;270980;
395;3858461;65014252;107432;
396;4283428;64548096;111508;
397;4195492;98926361;577158;
398;4278376;64903538;104617;
399;4505755;64710253;124702;
400;4085417;104771329;125468;
401;4756823;65295578;120024;
402;4384963;65071029;102020;
403;4600072;97420660;154357;
404;4120779;66099224;108555;
405;4153450;66941795;110571;
406;4351560;92456020;130707;
407;4367646;65813860;107403;
408;4040226;67348738;123086;
409;4388422;70881649;111920;
410;4147244;66723476;112237;
411;4370139;105091240;121329;
412;4294283;67905044;108061;
413;4217015;67052813;121217;
414;4270789;86318830;128553;
415;4216190;67818528;138925;
416;4363965;68245273;105118;
417;4234810;69217324;110193;
418;4256047;68687666;110506;
419;4186199;96695627;136203;
420;4367834;68517225;109695;
421;4122045;68905136;104796;
422;4189618;76009536;113096;
