423;5354951;69204175;106927;
424;3885120;104843812;438028;
425;4230504;69115233;157442;
426;4495195;69709860;110242;
427;3864418;108591932;131309;
428;3803552;70887350;156559;
429;4239106;69971146;134980;
430;5912579;69887846;107751;
431;4258667;71257584;109967;
432;4279789;99319322;420463;
433;4301254;70301730;111213;
434;3800781;71594346;110600;
435;4317289;75996528;106408;
436;4542704;71651222;110315;
437;4634604;100882053;256616;
438;4427167;72038346;112017;
439;4274397;71739593;110470;
440;4252080;81648198;104425;
441;4139914;72164560;126344;
442;4090277;106741538;131655;
443;3997920;72814514;114372;
444;4115353;72639828;106811;
445;4317720;84699070;310378;
446;4761487;73424448;126380;
447;13407442;141240041;357804;
448;4977142;72419957;104376;
449;4485579;73373060;115592;
450;4185182;77337528;103306;
451;4177718;72838452;101507;
452;4187359;99849981;129372;
453;4201642;72995659;104120;
454;3673699;114021319;111487;
455;8754445;73734540;103820;
456;3898983;73919041;101691;
457;3803949;98002929;146446;
458;3949802;74352268;101792;
459;3987516;101611411;108807;
460;3980051;74466743;120557;
461;4357308;122212434;501657;
462;3968660;75399674;108415;
463;8688993;100340681;127318;
464;3942292;76518869;124223;
465;4386532;76129612;103986;
466;4264896;88046857;126432;
467;4183708;75628677;111209;
468;4451818;88097099;117906;
469;4282196;76716232;125733;
470;4043266;95497563;119966;
471;4266632;75706799;108599;
472;3401618;138734477;147250;
473;4249013;77733624;121896;
474;3871929;117851379;122120;
475;4096453;77443036;134322;
476;4344623;78237376;107035;
477;4163034;79237795;118282;
478;4301475;78584761;122478;
479;4055036;101600429;110103;
480;4474636;76839893;104819;
481;4298405;92761538;135812;
482;4172774;77923853;161940;
483;3937240;132236616;182603;
484;4569758;78119428;154364;
485;4229791;115299890;131792;
486;4185517;80751697;121337;
487;3853644;124350821;410978;
488;3918297;140293137;83793;
489;4249187;131411147;134894;
490;4442960;138009232;77390;
491;4468828;120889181;441480;
492;4263051;79807881;119596;
493;4094023;117736236;125387;
494;4323817;80077811;107584;
495;4293353;98286954;122400;
496;4304448;80177561;109274;
497;4159485;78620561;108691;
498;4214017;135852751;122574;
499;4123444;80422541;109721;
500;4988371;123122586;198842;
501;4832125;86000864;107878;
502;5560395;111597338;190180;
503;4131249;81997356;104514;
504;4257000;81591092;108963;
505;4199632;133579943;123154;
506;5463655;89431680;114215;
507;5672586;147691987;144536;
508;3897530;96133265;102093;
509;4223947;101076321;135702;
510;4198464;81560447;133545;
511;11220427;88341875;117126;
512;4403831;123350497;321311;
513;3720165;85137955;109589;
514;4125425;104688140;120041;
515;4229784;84507511;139951;
516;3883268;90659638;472356;
517;3911249;85006446;111505;
518;4157742;85139629;126988;
519;4254052;131552536;140526;
520;4847144;83873496;105510;
521;4359752;111182297;126559;
522;3960613;84191241;106958;
523;4150122;91328116;130471;
524;3964784;85947004;105236;
525;3930441;81656322;107847;
526;3989011;133168998;128704;
527;3818136;85586052;107479;
528;4619328;134701203;314961;
529;4051956;85833279;117902;
530;3750504;93735563;104160;
531;3897169;86521027;99707;
532;4194782;86485247;106790;
533;4186617;125467282;129130;
534;4180633;85245655;112583;
535;3937001;111046995;132296;
536;4215899;86344895;101932;
537;4038640;95152704;119665;
538;4210720;86454653;123726;
539;4126037;87064403;142625;
540;3624962;179072382;425400;
541;4434392;89469896;131336;
542;5003905;160820590;349982;
543;5372556;139714652;133638;
544;3960396;90045495;109688;
545;3643746;106513604;143067;
546;4356103;135016581;167499;
547;3735106;90357709;105183;
548;4937692;91982137;148102;
549;4509433;131467670;133355;
550;3990088;90417853;106748;
551;4100267;94137005;108165;
552;4296943;122423866;193182;
553;4125338;147784373;139156;
554;4314530;89703149;110845;
555;4131352;110196081;133800;
556;4032159;139801838;383586;
557;4296015;88021695;109682;
558;4036013;94412576;130263;
559;4149872;113183180;157096;
560;3883712;139395209;150025;
561;4577913;90436844;123098;
562;4435297;96548772;131410;
563;4154296;369608785;135213;
564;4208474;457609743;145245;
565;4278723;92748281;102619;
566;4203720;104731469;111686;
567;3921991;190284091;356755;
568;4209964;159493987;129738;
569;4150900;333419258;285893;
570;4146495;160904617;629107;
571;3908095;426622868;452529;
572;3944933;175072248;133159;
573;4100322;166162460;352126;
574;4248805;94527488;113735;
575;9147128;109503331;106235;
576;4523569;106239765;107802;
577;4141603;110639819;152972;
578;4018971;125996919;132577;
579;4185084;132150159;127839;
580;4130939;146269039;369498;
581;4358695;145324943;374579;
582;3989482;147591898;366691;
583;4056182;93606434;146180;
584;3970096;150352284;117311;
585;17848514;101377369;117495;
586;4246700;103200362;109819;
587;4177062;113913477;182757;
588;4178972;121633004;137055;
589;4494855;138653592;130964;
590;4121073;139632919;154026;
591;4122389;149902866;364932;
592;3729368;97017451;108619;
593;3806745;98898881;122110;
594;4276421;111391605;106523;
595;4095662;102704336;109869;
596;3912671;107004566;110209;
597;4168267;109181106;6119119;
598;3764244;178962695;142240;
599;3867570;143578154;229039;
600;4227497;150987119;388619;
601;3958998;98240855;104970;
602;4094715;107547775;103434;
603;3923982;108410260;121767;
604;3870303;115548966;200342;
605;4134587;129565505;126364;
606;4173212;143107795;414473;
607;4269400;154376878;293228;
608;4251945;99323412;110833;
609;4173548;103170078;107662;
610;4263413;103848242;168111;
611;3992795;107418192;118782;
612;3858918;132065759;125824;
613;4291479;141090108;160792;
614;4118796;152675334;380670;
615;3713780;99598820;106270;
616;3791861;106488256;104013;
617;4242074;108100752;107867;
618;3579527;117839561;133877;
619;4312591;141100172;254463;
620;3991969;148573541;337878;
621;3855992;160270809;117516;
622;3588138;101064515;105966;
623;4105150;105727259;108855;
624;3633417;104730264;107362;
625;4372767;108784214;102839;
626;4028200;112553426;128651;
627;4041186;121132569;171987;
628;4178980;146253711;279106;
629;4129941;152308703;378076;
630;4109426;161075395;114106;
631;3855433;105076073;101463;
632;4078365;110703313;99542;
633;4265920;112864294;118006;
634;4173674;116676113;106990;
635;4113175;114654612;103776;
636;4022574;117664305;206729;
637;3832773;132941450;142560;
638;4691904;147149753;130216;
639;8913290;163636746;138853;
640;4145708;103051445;142873;
641;4468442;105055929;107407;
642;4227791;101348100;108870;
643;4088175;102874808;115971;
644;4188373;111646349;147725;
645;3740124;124865630;130296;
646;3574588;150627318;127627;
647;4251456;149050754;111803;
648;4037315;159085371;127946;
649;4203622;105688243;123024;
650;4260030;109914816;129919;
651;4040916;116949677;105437;
652;4615149;115084202;162773;
653;4108064;129035719;132614;
654;3890754;143498719;208058;
655;3890348;154554191;146046;
656;4275241;162634043;126903;
657;4128664;164845096;364186;
658;4163445;168464581;132114;
659;4165457;168539705;119789;
660;4006825;106392651;104377;
661;4057250;107183975;106729;
662;6724160;106506197;116503;
663;4186951;110214441;124102;
664;4163917;112960820;103301;
665;4025411;109742808;103466;
666;3958861;110261885;109299;
667;4081139;109584885;100618;
668;4217794;110143493;108589;
669;4183420;111739368;102785;
670;4128519;106866696;122267;
671;6284791;111493901;125993;
672;4896146;114548023;104978;
673;4163933;112340848;107705;
674;4055644;115825573;103131;
675;4091350;115951485;108158;
676;3850857;116776114;109223;
677;4361879;121154117;108114;
678;3944882;137249851;132581;
679;3919049;143600358;130123;
680;4173476;154194396;110677;
681;4335852;169564063;335439;
682;4026969;166421232;126354;
683;4068108;173265183;647158;
684;4069824;170314312;122757;
685;3638060;170525746;349247;
686;4155841;173629133;475783;
687;7704422;166335833;308218;
688;4606311;167252927;128262;
689;3845434;165966730;152288;
690;4129729;162833490;129127;
691;4190105;164315807;587038;
692;3917646;161806636;126624;
693;3920850;160406737;128330;
694;4101796;153063199;115704;
695;4280522;145992522;229656;
696;4172846;148044949;244309;
697;4211736;150810042;134907;
698;4200043;146008249;124616;
699;3943095;140599807;105428;
700;4134284;136145543;110327;
701;5098223;138984414;275573;
702;3815541;126330343;112146;
703;4093973;126703328;131569;
704;3718278;140927409;244175;
705;3375767;160291501;111295;
706;4406558;156867819;125611;
707;3958733;166265420;145839;
708;8298672;196333576;132650;
709;4050309;116284669;98217;
710;3762620;121853455;104359;
711;4010874;191861434;104025;
712;4186339;178177588;349385;
713;4123332;171535957;147650;
714;4485347;183247954;122970;
715;4293515;176629437;118068;
716;3892145;170657412;123183;
717;3776560;157777040;118479;
718;10573953;192722724;318007;
719;3719762;150521080;107364;
720;4517096;128315449;107470;
721;4025615;124919404;102284;
722;4026216;125420882;103403;
723;3843173;123357770;98686;
724;4164376;123395620;102931;
725;13158947;122400042;97781;
726;4040267;180798809;107180;
727;4160414;179184024;325364;
728;4136816;171845049;464928;
729;3815090;173569251;368788;
730;3865330;170664624;402974;
731;4006255;156651315;131574;
732;4333897;161475784;274386;
733;4121096;146463786;127812;
734;3480719;153197332;103411;
735;4260639;123300398;125032;
736;4035961;115119675;102683;
737;4012235;117733717;107970;
738;3941293;187131832;417174;
739;4276364;657868935;473350;
740;3986653;188029591;140199;
741;4279843;179387711;134536;
742;4129022;155144289;127872;
743;4143022;161310168;176566;
744;3774685;146374262;104572;
745;4190924;128707155;107428;
746;3779733;128024170;108437;
747;3596867;127087478;107746;
748;4072397;192894682;125029;
749;4458565;636395216;355636;
750;4016437;188604062;362059;
751;4109809;188383054;393578;
752;4039077;162432420;157170;
753;4118042;150694559;141998;
754;4207506;139394523;156806;
755;4250126;122408526;115794;
756;3862327;120356029;112298;
757;4167923;191172013;124221;
758;4120302;615772622;146796;
759;4245928;191225052;127300;
760;4191309;185797909;117852;
761;4110376;166362764;110785;
762;4090609;136896340;114286;
763;4103951;134225852;100948;
764;4058469;126629527;122271;
765;4247134;195166056;126509;
766;3946483;627262618;288562;
767;4706794;226190753;368220;
768;4304906;186163553;429269;
769;4414642;152128016;122490;
770;4187792;169631416;346375;
771;4147474;134446836;102147;
772;4098903;129801223;109172;
773;3837438;193262075;145198;
774;4112385;612004227;146791;
775;4088956;195861733;374714;
776;3950526;188793242;576176;
777;3864704;150447807;106531;
778;4153179;155646028;109520;
779;4626845;123314416;104526;
780;3906397;200204624;126678;
781;4196015;633040363;236356;
782;4070886;196694874;132863;
783;4043816;186367557;132232;
784;3847984;152381478;121035;
785;4139438;137693065;103440;
786;3942192;132761058;102194;
787;3697869;200233517;164904;
788;4082265;252856208;130210;
789;4029354;187830189;338776;
790;3975393;170160521;124933;
791;4549171;201699997;141332;
792;13655373;135561344;105848;
793;3965812;124752696;105755;
794;6408567;195829771;128924;
795;3596179;185006413;120938;
796;3706817;183916808;354108;
797;4006837;156692283;125933;
798;3751469;170669390;100500;
799;7739731;152176377;118857;
800;4047726;200774946;128491;
801;4826937;623304166;327068;
802;4046277;200061276;348046;
803;4187970;188936943;119514;
804;4103540;142914422;112202;
805;4120373;136025785;104436;
806;4094735;197205200;189304;
807;4043576;270029790;386771;
808;3865100;439952254;418418;
809;4062214;210072365;139564;
810;4112462;267936811;457361;
811;3998854;620545014;603215;
812;4181355;205578569;126228;
813;4415515;186650634;139833;
814;4110374;212300655;119744;
815;4104004;251342042;557324;
816;4111245;170434381;150529;
817;4194003;143583749;111068;
818;3899590;207181884;1104982;
819;3566323;609495195;123414;
820;3719397;186483588;128907;
821;4022103;251939090;388045;
822;3590430;247561323;140190;
823;4020502;173859094;132662;
824;4232835;149777318;308184;
825;4061742;213951379;127162;
826;3971340;595322520;130726;
827;3493138;206196211;201498;
828;4494092;268276482;392888;
829;4021784;249030951;158939;
830;4062267;175622664;126124;
831;3654723;143038721;107804;
832;3605736;207604780;160750;
833;3950927;607827476;142004;
834;3699662;202750991;131350;
835;3837211;272885047;129397;
836;4027512;260278007;256931;
837;4608747;182490863;407611;
838;3478078;147246346;108149;
839;4322933;203720487;594366;
840;3753271;575864262;366506;
841;3987926;199452379;120248;
842;3921894;246825426;127812;
843;3890721;274523307;424019;
844;4029348;169441442;127847;
845;4021007;225561528;121240;
846;3918980;624298122;169543;
847;4122184;211690877;288806;
848;3480713;254645687;378265;
849;3887519;256358102;133447;
850;4022175;170382304;315128;
851;3890817;227519759;304019;
852;4065012;613332530;539717;
853;8416833;250522307;395325;
854;4368122;250208441;397203;
855;4114405;271543464;131184;
856;4304924;186674971;125804;
857;4220833;230846217;131985;
858;4057940;604092509;345766;
859;4060072;213582729;145052;
860;4101709;259253597;166661;
861;4075429;260440103;133905;
862;3800609;166706890;127675;
863;4020588;223835447;131592;
864;3834085;595759832;140837;
865;3653197;209141508;123158;
866;3614829;250123794;391050;
867;3944524;285651588;124811;
868;4695832;164523705;102762;
869;4048373;228041857;127066;
870;3536464;619691924;365196;
871;3968332;204249761;144112;
872;4061688;245845104;139334;
873;4020968;269397170;129982;
874;3656375;200896723;123485;
875;3573478;215072857;356462;
876;4050442;618365593;125916;
877;4270193;220428745;580348;
878;4484463;238067742;132439;
879;3954956;287478516;126291;
880;4135226;183072936;156735;
881;4071262;221613400;166189;
882;4262217;275694535;391069;
883;3762328;341665299;127630;
884;68416043;264009030;256826;
885;4060855;186039425;284434;
886;3974601;242523602;146507;
887;4075288;267570368;372067;
888;3829195;180087087;144612;
889;4830330;239634315;362818;
890;4172067;619611878;129140;
891;3823103;201614736;118974;
892;4408019;243443097;124437;
893;4124824;282565833;128509;
894;4043314;270858024;357154;
895;4008706;274421767;464445;
896;4225267;192222097;122449;
897;11360009;252576429;412554;
898;5110384;656015434;348577;
899;4379655;217231103;144754;
900;4202445;264066638;131576;
901;4068619;281522659;278393;
902;3723142;172615914;98436;
903;3997083;224274324;654153;
904;4046831;275607180;126633;
905;3606736;267631979;367920;
906;5932842;653448284;369714;
907;3461263;261926502;122549;
908;4001336;261478701;388254;
909;3654959;295694099;148206;
910;4447159;182017625;115715;
911;3827204;213586971;401007;
912;3834569;287924879;368254;
913;3861131;258969751;119131;
914;3942174;615575974;131468;
915;3947052;212179779;184240;
916;4086064;235554016;125542;
917;3928210;276252222;134008;
918;4008037;252021915;406517;
919;3933223;272710104;271159;
920;4212760;256389037;123344;
921;4093706;667602472;130080;
922;3870484;214934761;117616;
923;3924615;257660699;380910;
924;4086686;277626252;382715;
925;4101770;263140749;138689;
926;4213245;279226459;152644;
927;3815158;201886001;121317;
928;3992034;234951402;142942;
929;4086975;594628787;271025;
930;3762258;323708666;375614;
931;4213087;274419675;141372;
932;4135299;196014152;115367;
933;4117346;237041233;420371;
934;4253646;296726913;777288;
935;3860567;258510127;434190;
936;3591728;636030521;132753;
937;4752292;226689560;132375;
938;3844678;260371409;150202;
939;4069242;291640682;406396;
940;3878190;264567692;186096;
941;3939306;280088898;129673;
942;3712594;277761651;148575;
943;3590673;656831014;128640;
944;3697559;218686691;141793;
945;4141171;258105677;140232;
946;3993777;296900253;372546;
947;4091724;256850177;369805;
948;4061354;278157486;123443;
949;3778393;265364127;344548;
950;3737706;654694961;289847;
951;4033585;222372585;264295;
952;3951526;251645694;661920;
953;3667658;303808183;233122;
954;4007170;256679437;378739;
955;3866641;292506501;135115;
956;3711004;266904314;124674;
957;3663347;638952170;344373;
958;4138103;349877318;118269;
959;3632875;289996486;370833;
960;3891946;184834612;123010;
961;4024261;238416869;125000;
962;4022927;301235642;192683;
963;4024429;286362529;125702;
964;3825134;605267399;309598;
965;3914906;335219347;272677;
966;3593597;296676802;355655;
967;4119515;268182335;585973;
968;4136484;300062853;179203;
969;3748068;301055564;163262;
970;3659300;698120544;252472;
971;3961985;226255837;123155;
972;4052907;255619503;174924;
973;4010834;300508054;330994;
974;3572636;274064819;130145;
975;4041148;302210758;333589;
976;4023490;287251273;656279;
977;5143903;606068251;127494;
978;3621936;333686742;122730;
979;3670721;291247058;422332;
980;4011878;268408468;154417;
981;4638508;309580880;373907;
982;4012401;260006455;485750;
983;3826045;623167046;1021190;
984;7418635;365674787;110020;
985;4020811;301675972;385897;
986;3858842;264243659;297206;
987;3764916;295893204;359750;
988;3998646;274027705;128764;
989;3731852;605697889;440441;
990;4088839;346954879;375578;
991;4087821;286681081;209297;
992;3915323;272186282;478895;
993;4088372;297895037;293374;
994;4039321;263497520;403405;
995;3964299;589753327;377425;
996;3982798;355937624;334947;
997;4056083;300538493;374674;
998;4018433;259974860;126631;
